text,index
"она вечером возвращается в улей. И если мне пришлось бы выбирать одно из двух, я бы снова и снова выбрала, чтобы -- так, как сейчас. Она поглядела на меня. -- Пат. -- сказал я. -- Но ведь есть еще и нечто третье. Когда прекратится фен, тебе станет лучше и мы",0
"Кузнец одобрительно загудел. -- Ладно, -- сказал Ленц, -- каждый еще по разу. Я бросил первым. Умывальный таз с кувшином и мыльницей. Затем изготовился Ленц. Он взял пять колец. Четыре он накинул с необычайной быстротой на один и тот же крюк. Прежде чем бросить пятое, он сделал нарочитую паузу и",0
"явно собирался показать нам, на что способна его телега. Он нажал на акселератор так, что глушитель зачирикал, как стая жаворонков над летним полем, по это не помогло: он не обогнал нас. Словно заколдованный, прилепился к бьюику уродливый и неприметный ""Карл"". Хозяин бьюика изумленно вытаращился на нас. Он не понимал, как",0
"спать. -- А ты? Ты, вероятно, не ляжешь так рано? -- Пойду еще прогуляюсь по пляжу. Она кивнула и откинулась на подушку. Я посидел еще немного с ней. -- Оставь дверь открытой на ночь, -- сказала она, засыпая. -- Тогда кажется, что спишь в саду... Она стала дышать глубже. Я",0
"одиноком противостоянии безмолвно разъедающим силам небытия. x x x На следующее утро Пат была веселой и озорной. Она все возилась со своими платьями. -- Слишком широким стало, слишком широким, -- бормотала она, оглядывая себя в зеркале. Потом повернулась ко мне: -- Ты взял с собой смокинг, милый? -- Нет, --",0
"усмехнулся и обратился к Пат: -- Сейчас я вам приготовлю особую смесь. Коктейль ""колибри"", бразильский рецепт. Он подошел к стойке, долго смешивал разные напитки и наконец принес коктейль. -- Правится? -- спросил он Пат. -- Для Бразилии слабовато, -- ответила Пат. Готтфрид рассмеялся: -- Между тем очень крепкая штука. Замешано",0
"никогда не бывал в горах. -- Антонио тебя научит. Ему это нравится, и он к тебе хорошо относится. -- Мне приятнее оставаться здесь. Она приподнялась и села в постели. Ночная сорочка соскользнула с плеч. Проклятье! какими худенькими стали ее плечи! Проклятье! какой тонкой стала шея! -- Робби, -- сказала она.",0
"ты этакая! Они выпили свои рюмки до дна. -- С удовольствием был бы и я пробкой, -- сказал я и тоже выпил свой бокал. -- Пробкой, которая делает все правильно и добивается успеха. Хоть бы недолго побыть в таком состоянии! -- Вероотступник! -- Фердинанд откинулся в своем кресле так, что",0
"отчетливо увидел перед собою ""Карла"" и Кестера, который вел его сквозь белую, снежную ночь. И внезапно мне показалось невероятным, что я сижу здесь, что Кестер где-то в пути, что Пат рядом со мной. Она смотрела на меня со счастливой улыбкой, ее рука с картами спокойно лежала на столе. -- Твой",0
"торопливо проговорил я, едва переступив порог кабинета и не дав ему опомниться, -- я пришел к вам с приличным предложением. Вы заплатили за Кадиллак пять тысяч пятьсот марок. Предлагаю вам шесть, но при условии, что действительно продам его. Это должно решиться сегодня вечером. Блюменталь восседал за письменным столом и ел",0
"-- донесся голос Джорджи из темноты. -- Ах, вот оно что! Орлов и Эрна Бениг уже ушли. Фрау Залевски вдруг разрыдалась. -- Не принимайте это так близко к сердцу, -- сказал я. -- Все равно уже ничего не изменишь. -- Это слишком ужасно, -- всхлипывала она. -- Мне надо выехать",0
"с ней. Мы давно уже вышли из лабиринта, но я все еще ощущал ее плечо, мягкие волосы, кожу, пахнущую персиком... Я старался не смотреть на нее. Она сразу стала для меня другой. Ленц уже ждал нас. Он был один. -- Где Лина? -- спросил я. -- Накачивается пивом, -- ответил",0
"-- Конечно, -- сказал я. -- Только тебе придется сесть в нее и править, а то еще опрокинется. Патриция Хольман запротестовала. Она испугалась, подумав, что Ленц действительно сядет в коляску. -- Хорошо, -- заявил Ленц, -- тогда давайте рассортируем вещи. Обоих мишек вы должны обязательно взять себе. Патефонные пластинки тоже.",0
"мы можем взять отпуск и совершить путешествие на сэкономленные деньги... -- Все это вы ей скажете. Так просто люди не расстаются. Меня удивило, что он совершенно не думал о другом мужчине. Видимо, еще не понимал этого; он думал только о том, что его жена ушла. Все остальное было пока туманным,",0
"обменивались приветствиями. Хельгу Гутман встретила хохочущая блондинка и двое мужчин в светлых брюках гольф. Хельга была очень возбуждена, словно вернулась в родной дом после долгого отсутствия. -- До свидания, наверху увидимся! -- крикнула она нам и села со своими друзьями в сани. Все быстро разошлись, и через несколько минут мы",0
"тебе лекцию о современной экономической жизни... x x x Днем я пошел к Блюменталю. По пути я сравнивал себя с молодым козленком, которому надо навестить старого волка. Солнце жгло асфальт, и с каждым шагом мне все меньше хотелось, чтобы Блюменталь зажарил меня на вертеле. Так или иначе, лучше всего было",0
"тянулась широкой серебряной полосой. На противоположном берегу в тени стояли черные как уголь сараи, но на мостовой лежал бледно-голубой свет, и шины скользили по нему, как по невидимому снегу. Широкие серебристо-зеленые башни собора в стиле барокко высились над рядами крыш. Они сверкали на далеком фоне фосфоресцирующего неба, в котором, как",0
"был в отличном настроении. Он встал и пошел навстречу Пат: -- Диана, вернувшаяся из лесов под родную сень... Она улыбнулась. Он обнял ее за плечи: -- Смуглая отважная охотница с серебряным луком! Что будем пить? Готтфрид отстранил руку Фердинанда. -- Патетические люди всегда бестактны, -- сказал он. -- Даму сопровождают",0
"быть хорошим). Она скорчила гримасу, словно выпила уксусу. -- Серьезно, -- продолжал я. -- Какой смысл вечно ссориться, Фрида, жизнь коротка. Она полна всяких случайностей и превратностей. В наши дни надо держаться друг за дружку. Давайте помиримся! Она даже не взглянула на мою протянутую руку, пробормотала что-то о ""проклятых пьянчугах""",0
"злобно посмотрел на небо: -- Дождь нам хороший нужен! А потом маленькое столкновение на мокром асфальте прямо перед воротами! Ни одного пострадавшего! Но зато основательный ремонт. -- Посмотрите сюда! -- Я показал им тридцать пять марок, лежавших у меня на ладони. -- Великолепно, -- сказал Кестер. -- Из них двадцать",0
"банк и сдали чек. Ленц не мог успокоиться, пока не убедился, что чек настоящий. А потом мы понеслись, да так, что из выхлопа посыпались искры. VIII Я стоял перед своей хозяйкой. -- Пожар, что ли, случился? -- спросила фрау Залевски. -- Никакого пожара, -- ответил я. -- Просто хочу уплатить",0
"такой столик, милый. Он мой. -- Тем лучше. Тогда я завтра начну тренировать Фриду. Она прислонила голову к моему плечу. Я почувствовал, что она устала. -- Проводить тебя домой? -- спросил я. -- Погоди. Полежу еще минутку. Она лежала спокойно на кровати, не разговаривая, будто спала. Но ее глаза были",0
"-- Тогда мне не придется ждать на лестнице. Она улыбнулась, но ее губы дрожали; и вдруг я понял, чем все это было для нее -- это возвращение, это ожидание и этот мужественный, бодрый тон, которым она разговаривала со мной теперь... Я был в полном смятении. -- Пат, -- сказал я",0
"на землю. Тотчас вскочив, Отто ударил в живот второго Фогта, замахнувшегося было ручкой домкрата. Тот покачнулся и тоже упал. В следующую секунду Ленц и я бросились на двух остальных. Меня сразу ударили в лицо. Удар был не страшен, но из носу пошла кровь, и мой ответный выпад оказался неудачным --",0
"радио. Венские вальсы. Они взвивались в теплом солнечном воздухе, словно полотнища легких светлых знамен. Кельнер принес нам мартини. Рюмки были холодными, они искрились росинками в лучах солнца. -- Хорошо вот так посидеть, не правда ли? -- спросила Пат. -- Великолепно, -- ответил я. -- Но иногда это бывает невыносимо, --",0
"что в машине еще кто-то сидит. Ленц немедленно изменил позицию. Он широко улыбнулся, все его веснушчатое лицо расплылось. И мы все тоже вдруг заулыбались неизвестно почему. Толстяк удивленно глядел на нас. Он чувствовал себя неуверенно и явно не знал, что же делать дальше. Наконец он представился, сказав с полупоклоном: ""Биндинг"",",0
"в живот. Но Ленц и его Фогт лежали на моих ногах, и я был скован. Хоть я и напрягал шею, дышать мне было трудно, -- воздух плохо проходил через окровавленный нос. Постепенно все вокруг начало расплываться, лицо Фогта дрожало перед моими глазами, как желе, в голове замелькали черные тени. Я",0
"дружку. Давайте помиримся! Она даже не взглянула на мою протянутую руку, пробормотала что-то о ""проклятых пьянчугах"" и исчезла, грохнув дверью. Я постучал к Георгу Блоку. Под его дверью виднелась полоска света. Он зубрил. -- Пойдем, Джорджи, жрать, -- сказал я. Он взглянул на меня. Его бледное лицо порозовело. -- Я",0
"я... безнадежно. Она взглянула на меня и вдруг, запрокинув голову, расхохоталась. x x x Мы были еще в нескольких ресторанах. Бройер был возбужден, говорлив и полон надежд. Пат притихла. Она ни о чем не спрашивала меня, не делала мне упреков, не пыталась ничего выяснять, она просто присутствовала. Иногда она танцевала,",0
"возвращаешься, хотя необязательно на то же место. -- В том-то и дело, -- ответила она, закрывая глаза. -- Этого я тоже боюсь. Но ведь ты следишь за мной, правда? -- Слежу, -- сказал я и провел рукой по ее лбу и волосам, которые тоже казались мне усталыми. Она стала дышать",0
"его безмолвно, но основательно. Потом вернулся в мастерскую. -- Ну как? -- встретил меня франт -- он же Готтфрид Ленц. -- Как у меня получилось? Вижу, что ты мучишься, вот и решил помочь. Благо Отто переоделся здесь, перед тем как пойти в финансовое управление. Я увидел, что там висит его",0
"рулевое колесо. Потом в оцепенении выпрямился. Голова гудела, как барабан, из носа текла кровь. Швейцар стоял передо мной: -- Хочешь еще раз, жалкий труп утопленника? Я сразу оценил свои шансы. Ничего нельзя было сделать. Этот тип был сильнее меня. Чтобы ответить ему, я должен был действовать неожиданно. Бить из машины",0
"лучшего. В течение одного мгновения я держал ее руку в своей и чувствовал ее теплое пожатие. Потом я вышел, чтобы принести ром. Огромная молчаливая ночь окружала маленький дом. Кожаные сиденья нашей машины были влажны. Я остановился, глядя на горизонт; там светилось красноватое зарево города. Я охотно задержался бы подольше, но",0
"милый, теперь опять наступили прежние времена. x x x Она заснула на моем плече. Я еще долго не засыпал. В углу комнаты горела маленькая лампа. Снежные хлопья тихо ударялись в окно, и казалось, что время остановилось в этом зыбком золотисто-коричневом полумраке. В комнате было очень тепло. Изредка потрескивали трубы центрального",0
"ее теплому, мягкому затылку. Она подняла ток: -- Я переделала его, милый. Нравится тебе так? -- Совершенно изумительная шляпка, -- сказал я. -- Но ведь ты даже не смотришь! Сзади я срезала поля, а спереди загнула их кверху. -- Я прекрасно все вижу, -- сказал я, зарывшись лицом в ее",0
"бы к тебе. -- Так я тебе и поверила, Робби. -- Она улыбнулась. -- Оно тебе нравится? -- Мне просто страшно! В нем ты совершенно новая женщина. -- Разве это страшно? На то и существуют платья. -- Может быть. Меня оно слегка пришибло. К такому платью тебе нужен другой мужчина.",0
"-- просторное синее небо, белые ряды пенистых гребней моря, и на этом фоне -- красивая, стройная фигура. И мне почудилось, что я один на всей земле, а из воды выходит первая женщина. На минуту я был покорен огромным, спокойным могуществом красоты и чувствовал, что она сильнее всякого кровавого прошлого, что",0
"она, -- хотела предупредить, чтобы вы не приходили зря. Но вас уже не было. Наконец я понял. -- Вы действительно не можете? Вы заняты весь вечер? -- спросил я. -- Сегодня да. Мне нужно быть в одном месте. К сожалению, я сама узнала об этом только полчаса назад. -- А",0
"на несколько шагов. Только Фрида пыталась протиснуться вперед и ухватиться за дверную ручку. Орлов отстранил ее. -- Будет действительно лучше... -- снова сказал он. -- Сударь! -- зарычал внезапно казначей, распрямляя грудь. -- Как вы смеете! Будучи иностранцем!... - Орлов спокойно посмотрел на него. -- Иностранец... -- сказал он. --",0
"сел за руль. Мотор ревел. Рулевое колесо дрожало в моих руках. Качаясь, проплывали мимо улицы, дома наклонялись, фонари стояли косо под дождем. -- Отто, ничего не выходит, -- сказал я. -- Еще врежусь во что-нибудь. -- Врезайся, -- ответил он. Я посмотрел на него. Его лицо было ясно, напряженно и",0
"-- мгновенно выпалил Ленц, словно мы сговорились. Я пожал плечами: -- Жаль... Но я могу его понять... Булочник стоял в нерешительности. Я посмотрел на Ленца. -- А ты не мог бы попытаться еще раз? -- тут же спросил он. -- Да, конечно, -- ответил я. -- Мне все-таки удалось договориться",0
"чтобы туда отнесли мой багаж. Бесшумный лифт поднял нас на третий этаж. Здесь все гораздо больше напоминало больницу. Правда, очень комфортабельную, но все же больницу. Белые коридоры, белые двери, блеск чистоты, стекла и никеля. Нас встретила старшая сестра. -- Фройляйн Хольман? -- Да, -- оказала Пат, -- комната 79, не",0
"особую смесь. Коктейль ""колибри"", бразильский рецепт. Он подошел к стойке, долго смешивал разные напитки и наконец принес коктейль. -- Правится? -- спросил он Пат. -- Для Бразилии слабовато, -- ответила Пат. Готтфрид рассмеялся: -- Между тем очень крепкая штука. Замешано на роме и водке. Я сразу увидел, что там нет",0
Одну марку семьдесят пфеннигов. Она обратилась к швейцару: -- Вы не можете заплатить за меня? Я рассчитаюсь с вами у кассы. Швейцар распахнул дверцу машины и проводил девушку к кассе. Потом он вернулся: -- Вот... Я пересчитал деньги: -- Здесь марка пятьдесят... -- Не болтай попусту... зелен еще... Двадцать пфеннигов,0
"такси? -- ответила она. -- Не надо денег, -- сказал Отто. -- Сегодня день моего рождения, я вожу бесплатно. Она недоверчиво посмотрела на нас и крепче прижала клетку: -- А потом скажете, что все-таки надо платить. Мы успокоили ее, и она села в машину. -- Зачем вы купили себе попугая,",0
"-- Смотри не потеряй место. -- Постараюсь, матушка. Я пришел домой. У парадного стояла горничная Фрида. Сам бог послал мне ее. -- Вы очаровательная девочка, -- сказал я (мне очень хотелось быть хорошим). Она скорчила гримасу, словно выпила уксусу. -- Серьезно, -- продолжал я. -- Какой смысл вечно ссориться, Фрида,",0
"вперед, и мне показалось, будто его лицо дрогнуло. -- Главное, верьте, -- сказал он. -- Небесный отец помогает. Он помогает всегда, даже если иной раз мы и не понимаем этого. -- Потом он кивнул мне и пошел. Я смотрел ему вслед, пока за ним не захлопнулась дверь. ""Да, -- подумал",0
"дом казался островком в его мутной бесконечности. Я был встревожен. Редко случалось, чтобы с утра Пат была печальна. Еще на днях она была оживленной и радостной, и, когда проснется, может быть, все будет по-другому. Я знал -- она много думает о своей болезни, ее состояние еще не улучшилось, -- это",0
"мне, красивое и выразительное, как оно просияло лаской и нежностью, как оно расцвело в этой сверкающей тишине, -- никогда не забуду, как ее губы потянулись ко мне, глаза приблизились к моим, как близко они разглядывали меня, вопрошающе и серьезно, и как потом эти большие мерцающие глаза медленно закрылись, словно сдавшись...",0
"семь часов я поехал обратно в мастерскую. ""Карл"" с ревущим мотором стоял во дворе. -- Хорошо, что ты пришел, Робби! -- крикнул Кестер. -- Мы как раз собираемся испытать его! Садись! Вся наша фирма была в полной готовности. Отто повозился с ""Карлом"" и внес в него кое-какие улучшения и изменения,",0
"знала, что регулировщики выглядят, как огнедышащие драконы, -- сказала она, когда мы проехали несколько сот метров. -- Они выглядят так, если сбить их машиной. -- Я медленно подтянул ручной тормоз. -- Вот великолепная пустынная улица. Свернем в нее. Здесь можно хорошенько потренироваться. Сначала поучимся трогать с места и останавливаться. Беря",0
"интервалы, которые длятся словно годы. Я сунул записку под стопку книг. Позвонить? Пожалуй... А пожалуй, не стоит. Ведь на следующий день все выглядит совсем по-другому, не так, как представлялось накануне вечером. В конце концов я был вполне удовлетворен своим положением. Последние годы моей жизни были достаточно суматошливыми. ""Только не принимать",0
"здорова... Ее губы дрогнули: -- Уже завтра... -- Завтра нет, но через несколько дней. Тогда ты сможешь встать, и мы поедем домой. Не следовало ехать сюда, здешний климат слишком суров для тебя. -- Ничего, -- прошептала она. -- Ведь я не больна. Просто несчастный случай... Я посмотрел на нее. Неужели",0
"ее. Пусть думает, что хочет. Ее волосы коснулись моей щеки, лицо было совсем близко, я услышал слабый персиковый запах ее кожи. Потом глаза ее приблизились, и вдруг она поцеловала меня в губы... Она исчезла прежде, чем я успел сообразить, что случилось. x x x На обратном пути я подошел к",0
"Господи боже мой, -- я поднялся. -- А я надеялся, что вы не вспомните... Сжальтесь надо мной, ребята! -- Ишь чего захотел! -- Готтфрид положил на стол пакет, в котором что-то звякнуло. -- Робби! Кто первым повстречался тебе сегодня утром? Я стал вспоминать... -- Танцующая старуха! -- Святой Моисей! Какое",0
"сунула их в карман. Алоис принес три рюмки, а потом, когда пришла Фрицци, еще одну. -- Шабаш, -- сказал он затем. -- Устал до смерти. Он выключил свет. Мы вышли. Роза простилась с нами у дверей. Фрицци взяла Алоиса под руку. Свежая и легкая, она пошла рядом с ним. У",0
"да! -- сказал я. -- Видно, сегодня и в самом деле шулерская погода. -- Такая погода бывает всегда, -- заметил Фердинанд и дал мне сигарету. Я не думал, что задержусь здесь. Но теперь почувствовал почву под ногами. Хоть мне было явно не по себе, но тут было мое старое пристанище.",0
"ее гуляшами и пирогами никто не мог соревноваться. Недаром она была чешкой. Я огляделся. Вот они сидят за одним столом -- эти труженицы на виноградниках господа бога, безошибочно знающие людей, солдаты любви: красавица Валли, у которой недавно во время ночной прогулки на автомобиле украли горжетку из белого песца; одноногая Лина,",0
"бы ее поискать? -- спросил он тихо. -- Но вы же не знаете, где она. -- А может быть, все-таки стоит ее поискать, -- повторил он. -- Вот если бы взять вашу машину... Я, конечно, заплачу, -- быстро добавил он. -- Не в этом дело, -- ответил я. -- Просто",0
"Мы можем переговорить о нашем деле у меня, -- сказал булочник, когда мы вышли на улицу. Я кивнул. Меня это вполне устраивало. Булочнику, правда, казалось, что в своих четырех стенах он намного сильнее, я же рассчитывал на поддержку его любовницы. Она поджидала нас у двери. -- Примите сердечные поздравления, --",0
"И один коктейль ""специаль"". Девушка принесла два ""порто-ронко"" и розоватый напиток. -- Это для меня, -- сказала Пат и пододвинула нам рюмки. -- Салют! Она поставила свой бокал, не отпив ни капли, затем оглянулась, быстро схватила мою рюмку и выпила ее. -- Как хорошо! -- сказала она. -- Что ты",0
"спросил он. Кестер молчал. Он не слышал слов врача. -- Полиция здесь? -- спросил врач еще раз. -- Да, -- проговорил Кестер. -- Полиция. Надо позвонить, пусть приезжают. Врач посмотрел на него, но ничего не сказал и пошел к телефону. Несколько минут спустя пришли два полицейских чиновника. Они сели за",0
"напоминали фронтовой блиндаж. -- Что бы вы хотели выпить? -- спросил меня русский. Его глубокий, густой голос звучал очень тепло. -- Все, что предложите. Он принес бутылку коньяка и графин с водкой. -- Вы здоровы? -- спросил он. -- Да, -- ответил я смущенно. Он протянул мне папиросы. Мы выпили.",0
"Но машина не застрахована. -- Черт возьми! Это правда, Отто? Кестер кивнул: -- Только сегодня выяснил. -- А мы-то нянчились с этим типом, как сестры милосердия, да еще ввязались в драку из-за его колымаги, -- проворчал Ленц. -- А четыре тысячи марок улыбнулись! -- Кто же мог знать! -- сказал",0
"Они вошли в дом. Рядом с Фердинандом она казалась его дочерью. Стройной, смелой и юной дочерью усталого великана доисторических времен. x x x В одиннадцать мы двинулись в обратный путь. Валентин сел за руль такси и уехал с Фердинандом. Остальные сели в ""Карла"". Ночь была теплая, Кестер сделал крюк, и",0
"Ленц, хотя к этому времени он уже превратился в сплошной комок напряженных нервов, достал газету и углубился в нее, словно для него сейчас не было ничего важнее. Несколько минут спустя Кестер подмигнул нам, ""Карл"" незаметно убавлял скорость, и бьюик стал медленно перегонять. Мимо нас пронеслись его широкие сверкающие крылья, глушитель",0
"времени. Верно я говорю? -- Времени и покоя, -- ответил я. -- Покоя тоже не хватало. Он рассмеялся: -- Слишком поздно! Теперь дело дошло уже до того, что покой стал бы невыносим. А поэтому пошли! Опять окунемся в грохот, x x x Я отвез Готтфрида и возвращался на стоянку. По",0
"поворотах -- его специальность. -- Пат, хотите глоточек? -- спросил Ленц, протягивая ей бутылку. Я с досадой посмотрел на него. Он выдержал мой взгляд, не моргнув глазом. -- Лучше из стакана, -- сказала она. -- Я еще не научилась пить из бутылки. -- Нехорошо! -- Готтфрид достал стакан. -- Сразу",0
"меня удивленно. -- Вы, кажется, еще радуетесь? -- сказал он, морща лоб. Потом он меня тщательно выслушал. Я разглядывал какие-то блестящие штуки на стенах и дышал глубоко и медленно, быстро и коротко, вдыхал и выдыхал, -- все, как он велел. При этом я опять чувствовал покалыванье и был доволен. Хоть",0
"не боковые. Я нажал на клаксон и перешел к описанию комфортабельного внутреннего устройства -- багажника, сидений, кармана, приборного щитка; я не упустил ни одной подробности, включил даже зажигалку, чтобы иметь повод предложить сигарету и попытаться хоть таким образом немного смягчить его, но он отклонил и это. -- Спасибо, не курю,",0
"к морфию. Он быстро опустился, попал в компанию гомосексуалистов, и вскоре этот человек, пятьдесят лет бывший вполне нормальным мужчиной, стал якшаться только с мальчиками. Перед ними он не стыдился, потому что они были мужчинами. Для женщин он был калекой, и ему казалось, что он внушает им отвращение и жалость. Этого",0
"бал этого года. -- Но ведь тебе же нельзя выходить по вечерам. -- Да это нельзя большинству из тех, кто здесь, но все же они выходят. Я нахмурился, сомневаясь. -- Робби, -- сказала Пат. -- Пока тебя здесь не было, я выполняла все, что мне было предписано. Я была перепуганной",0
"он стал размахивать толстой палкой. -- Готтфрид, -- сказал я. -- Ты здесь погибаешь впустую. Знаешь что? Иди в варьете, на эстраду. Там тебе место. x x x -- Вам звонили, -- сказала Фрида, косоглазая служанка фрау Залевски, когда я днем забежал ненадолго домой. Я обернулся к ней: -- Когда?",0
"-- В семь я хочу позвонить фройляйн Хольман. Но так, чтобы никто не подслушивал. Это возможно? -- Никого нет, кроме господина Джорджи. Фриду я отправила. Если хотите, можете говорить из кухни. Длина шнура как раз позволяет дотянуть туда аппарат. -- Хорошо. Я постучал к Джорджи. Мы с ним давно не",0
