text,index
"Потом остановились на углу. Иринка знала, что мама смотрит вслед, и помахала рукой. А Журка… Вере Вячеславовне очень захотелось, чтобы махнул и он. И Журка сделал это. Не так решительно, как Иринка, но поднял руку и качнул в воздухе ладошкой. Вера Вячеславовна помахала в ответ, хотя они не могли ее",1
"А сегодня семинар, я должна была сообщение там делать… – А вы идите! – обрадованно воскликнул Журка. Как хорошо, что он хоть чем-нибудь может ответить Лидии Сергеевне за все ее заботы. – Что ты, – засомневалась она. – Максим тебя заездит. – Нет, мама! Мы будем «Бухатину» читать! – Ой,",1
"сказал то, что обязан был сказать. Он не хотел ни злить, ни обижать отца: просто объяснил все полностью. Отец выкрикнул с придыханием: – Ты что! Опять? – Что опять? – тихо спросил Журка. – Думаешь, если я… если с тобой по-хорошему, можно на отца опять плевать?! Сопляк! Или мало получил?",1
"наконец с Ромкой. Ромка был где-то совсем близко. Где? Почему не идет навстречу? Журка побежал. Свернул на боковую дорожку, выскочил на лужайку позади киоска. Здесь валялись пустые фанерные ящики… Ромка стоял на краю лужайки. Он был какой-то странный, понурый, одетый в зимнее пальто и шапку. И на Журку не смотрел.",1
"же не думал, что это так закончится! Ему в детстве сколько раз попадало от родителей, и он никуда не бегал. Вот и сейчас не понял: что тут страшного?.. – «Страшного»… – усмехнулся Журка. – Он решил, что я его испугался, да? Я не поэтому ушел. – Я ему объяснила… Но",1
"он смотрел вниз. И видел свои забрызганные грязью ботинки, затертый подошвами пол, а на нем зеленый фантик. ""Зачем же это случилось? – ахнула в нем полная отчаяния мысль. Ударила, как тугой взрыв, вышибла остальные мысли и начала повторяться с равномерностью плотных колокольных ударов: – Зачем?.. Зачем?.. Зачем?.."" Он мотнул головой,",1
"а устроили с подшефными третьеклассниками конный бой на перемене. Шкаф со спортивными кубками уронили, балбесы… И на кого! Хоть бы на учителя физкультуры, а то на музыканта! Класс веселился… Вероника Григорьевна была энергичным человеком. Когда приходилось устраивать в школе тематический вечер, выставку, встречу гостей или фестиваль искусств, Алла Геннадьевна обязательно",1
"У крыльца, у лавочки Куры да трава. А взойди на палубу, Поднимись до салинга — И увидишь дальние Острова… Они замолчали, отец и сын, и несколько секунд была хорошая тишина. А потом Валерий Михайлович воскликнул: – Эй! Ты куда? А уговор? – Я на кхошечную минуточку… Максимка прибежал к Журке",1
"мальчика – и со стуком закрыл за собой дверь. – Достукались, – горько сказала классу Маргарита Васильевна. Пять «неудов» за четверть. Прекрасные показатели! Как ты думаешь, Лавенков? – А почему пять? – Лавенкова, кажется, ничуть не тронул грозящий «неуд». – Бердышев, значит, ни в чем не виноват? Так и отсидится?",1
"два стула, узкий диван – вот и все. Мама сказала, что дед не терпел ничего лишнего. Он жил один. Бабушка – мамина мама – умерла очень давно. Дед женился было еще раз, но неудачно. Когда вторая жена ушла, а дочь окончила школу и уехала учиться, Юрий Григорьевич распродал мебель, купил",1
"ними прозрачная, но абсолютно неразбиваемая стенка. Отец эту стенку, разумеется, чувствовал. Видно, она крепко мешала ему. Он пытался показать, что все в порядке, делался иногда слишком веселым и разговорчивым, но это его оживление как бы расплющивалось о броневое стекло. Тогда он мрачнел, начинал ворчать на пустяки, но и эта жалкая",1
"оглядываясь. Кто-то из парней грозно, как Змей Горыныч, гыкнул им вслед. Журка провел ее еще несколько шагов – туда, где было многолюдно и безопасно, и оглянулся. Небрежно спросил: – Больные, что ли? Потом сказал Иринке: – Пошли за мороженым. …Кино оказалось так себе, хотя и фантастика. Но ничего, смотреть можно.",1
"вопросительным взглядом. Журка глубоко вздохнул. Сделалось зябко, и стала надвигаться тишина – сильнее прежней. Похожая на оглушительный звон. Сквозь этот звон Журка громко спросил: – Ваша фамилия Кергелен? – Да. А в чем дело? Журка опять вздохнул и спросил тише и решительней: – Это вы в январе были режиссер передачи",1
"он снова жалобно и сердито сказал: – Раз, два, три… – и через дыру в заборе сразу всем телом свалился в заросли. Посидел среди веток. Прислушался. Отдышался. Шевельнулся наконец. Сердитая кладбищенская крапива куснула его сквозь тонкие трикотажные штаны. Но это лишь обрадовало Журку: если крапива жалится так по-обыкновенному, как на",1
"голубя, взял книгу в ладони. Но теперь это была не его книга. Хотя вот и дедушкина печать и знакомо каждое пятнышко на титульном листе, а все равно… Кто же сделал эту книгу чужой? Игорь Дмитриевич спросил у продавщицы: – Можно поинтересоваться, от кого она попала к вам в магазин? –",1
"отталкивает его… Недавно в старом «Огоньке» Горька наткнулся на цветной портрет мальчишки и вздрогнул. Потом прочитал: «Художник Тропинин. Портрет сына». В сыне художника не было явного сходства с Журкой, но в повороте головы, во взгляде Горька почувствовал что-то очень знакомое. Он вырезал портрет и приколол кнопками в своем уголке над",1
"поезд прогрохотал уже в дальних далях, а стон на этот раз ясный, настоящий – прозвучал опять. Напрасно Журка думал, что весь его страх кончился. Оказывается, полчища этого страха сидели в засаде, и теперь они кинулись на Журку, навалились, затоптали, как конница. Журка упал лицом в ломкие колючие стебли. «Не надо!",1
"А теперь подальше, – велел Капрал, и Шкалик опять убрался в угол. – Стул, – сказал Капрал. Студент придвинул Журке расшатанный грязный стул. Журка машинально сел. Шкалик обиженно проговорил издалека: – А че… Он нас заложил, а мы с ним целоваться должны? – Правильно заложил, – спокойно откликнулся Капрал. –",1
"боишься?» – беспощадно спросил он себя. И сам ответил: «Смотря какой. Дома уже не боюсь, а если деревья ночью кругом да всякие шорохи…» «Значит, боишься всяких чудовищ, всякой нечистой силы, которой не бывает?» «Да…» – со вздохом признался он. «Тогда иди…» «Куда?» – в панике спросил себя Журка. «Иди, иди.",1
"одной сказки… Вот об этой сказке и речь. Она про Золушку. И про принца. Журка с Иринкой переглянулись. Вероника Григорьевна рассмеялась, как на уроке, когда рассказывала забавные истории. – Вы, наверно, подумали: мало нам Шарля Перро и братьев Гримм! Еще одна появилась… сестрица Гримм! Да? – Нет, что вы… –",1
"было, но чувство ехидства было. Эдоардо засопел и швырнул портфель с такой силой, что в тронном зале, который был за стенкой, посыпалась штукатурка и покосился портрет Эдоардо Сорок Девятого, Великолепного. – Что, ваше высочество, двойку схлопотал? – спросил шут Генрих насмешливо, но с некоторым сочувствием. – По поведению, – буркнул",1
"законы. Но ведь есть и закон, который оберегает собственность. В том числе и яблоки в садах жителей королевства! – А кирпичи? – в упор спросил принц. – Что… кирпичи? – тихо сказал министр. – Желтые, – сказал принц. – Какие… желтые… – прошептал министр Унутренних дел и стал белым. –",1
"– другое дело. – Что? – озадаченно спросил Виктор Борисович. – Что наоборот? – Я говорю, что вам, наверно, можно, – разъяснил Сашка, и в голосе его прорезался негромкий звон. – Возьмите его за ухо и головой о дверь. Как Вовку. Было тихо, а стало еще тише. Виктор Борисович шелестящим",1
Не могу. Ответственный заказ… Он мазал клеем и посыпал осколками елочных шариков остроносую туфельку. Иннокентий вытаращил глаза: – Ты чего это сотворяешь? – Дочка в Золушки подалась. Требует срочно костюм и хрустальные башмаки. Так что уж извини… Иннокентий обиженно повздыхал и ушел. Игорь поставил на ладонь узкий башмачок и поднес,1
"Журка выпрямился, коротко вздохнул, набираясь решимости, и сказал в упор: – А теперь ответь. Вчера, когда тебя медсестра про меня спрашивала, брат я или нет, ты что сказал? «Ых» или «ыхы»? Журка никогда не думал, что люди могут так сильно и стремительно краснеть. Валерик уронил голову, его щеки, уши и",1
"как тогда, „желтенький“, чтобы все было, будто первый раз, отпорю ее от кармана и отдам… Пусть. Ромка не обиделся бы…» Но он ничего не сказал. Он посмотрел сбоку на Иринку, увидел ее щеку, освещенную отблеском вечерних облаков, вздрагивающие от ветерка волосы, весь ее курносый профиль с печально приоткрытыми губами. И",1
"(Пушкин тогда очень волновался и даже убежал из зала.) Журка перечитал державинские строчки, и они ему понравились. Было похоже на «Песню о Буревестнике», которую очень любила мама (и Журка тоже): Между тучами и морем гордо реет Буревестник, черной молнии подобный… Море словно вздыбило перед Журкой пенные громады. Как однажды в",1
"чем-то похож на Витюшку, было ее собственным открытием. Не хотелось, чтобы кто-то еще говорил об этом. Даже Игорь. Но Игорь Дмитриевич, споткнувшись, шагнул в комнату и возбужденно повторил: – Похож! Сейчас увидишь сама… Он взял со стеллажа альбом «Портреты Третьяковской галереи», торопливо залистал. – Вот… Это был «Портрет сына» художника",1
"переезжали, никому, даже папе, в голову не пришло оставить Федота, отдать кому-нибудь, чтобы не было в пути лишних забот. Он поехал в поезде со специальным билетом. На новом месте Федот освоился очень быстро. Научился вылезать в форточку и греться на широком кирпичном карнизе. Судя по всему, эта квартира ему нравилась…",1
"– О-о-ой… – тихонько сказала Золушка. – Откуда оно у вас, бабушка? Тетушка Роза ответила, задумчиво разглядывая платьице: – Видишь ли, когда-то я тоже была девочкой. Это было… было… кажется, при Эдоардо Тридцать Первом, Блистательном. Ах, какие тогда были балы… Иди, малышка, примерь этот наряд. Платьице оказалось в самую пору.",1
"и едкой известкой. В окне за решеткой в виде солнечных лучей светился и звенел такой радостный и свободный мир, теперь недоступный для Горьки. За столом Горька увидел пожилую женщину в форме лейтенанта милиции. У нее было усталое и скучное лицо. Женщина открыла серую папку, посмотрела на Горьку и Шкалика почти",1
"может быть, он был и прав, когда говорил, что картина не закончена. Художнику виднее. Никому из посторонних Игорь полотно не показывал, даже Иннокентия решительно прогнал с порога своей комнаты. – Ну-ну, значит, шедевр создаешь, – обиженно басил тот. – Хочешь поразить ценителей очередным взлетом… Верю и одобряю. А только отдых",1
"волчонок, а мальчишка, совсем сломленный бедой. Беспомощный и покорный. Журка ощутил полную власть над этим пацаненком. Его можно было поставить на колени, можно было отлупить, и он бы не стал сопротивляться. На миг такое всесилие сладко обрадовало Журку. Но если один всесилен – другой полностью беспомощен. А ужас такой беспомощности",1
"ничего, подошел к столу, взял в ладони тяжелую чашку с синим кораблем и надписью «Путешествие Магеллана». Покачал тихонько… – Устраивайся ближе к варенью, Журка… Эй, мужчины, садитесь! Они пили чай со «всяким» вареньем и вспоминали свой третий ""В"". Вспоминали прием в пионеры и последний поход. – Хороший был поход, –",1
"и он сказал нарочно спокойным голосом: – По-всякому. Одно плохо, другое хорошо… – Я про папу. Как вы с ним… – А с ним не плохо и не хорошо, – холодно проговорил Журка и стал смотреть в окно. – Сначала было плохо, а теперь… никак. – То есть будто и",1
"А если война справедливая! Если на тебя нападают! – Вот я и говорю про тех, кто нападает. Чего им надо? Психи какие-то… Если «Синие молнии» и «Тигры» воюют, это ладно, потому что понарошку. Для интереса… Да и то, когда тебя расстреливать повели, ты вон как заметался. А если по правде?",1
"вытянуть руку: кто кого столкнет – как на спортивном бревне. Или просто шагнуть в сторону, обойти встречного и снова встать на поребрик – будто и не было ничего. Мальчик наклонил голову и глянул из-под светлых прядок немного застенчиво, но весело и как-то выжидающе. Журка, сам не зная почему, тоже нагнул",1
"с тобой по-хорошему, можно на отца опять плевать?! Сопляк! Или мало получил? Могу еще! – Давай, – устало сказал Журка. – Ты сильнее в десять раз, справишься… А дальше что? – А вот узнаешь что! – Да не боюсь я, – сказал Журка. – До смерти все равно не изобьешь,",1
"и в самом деле правы. Может случиться, что правы. Но если будет в тебе хоть капелька сомнения, если в самой-самой глубине души осталась крошка уверенности, что прав ты, а не они, делай по-своему. Не оправдывай себя чужими правильными словами. Прости меня, я, наверно, длинно и непонятно пишу… Нет, ты поймешь.",1
"вопрос этот смешной. Стала бы Иринка наряжаться ради одноклассников! – Не из нашего… – откликнулась дочь. Помедлила и объяснила – Мы вчера познакомились. В парке… «Любопытно», – чуть снова не сказала Вера Вячеславовна, однако поняла, что это выдаст ее растерянность. И спросила скучноватым голосом: – Разве ты была вчера в",1
"собой. – Слышишь? – Что? – Поговорить надо. – Я слышу, – сказал Журка. – Но я не знаю, про что говорить. Если знаешь, говори. День был хороший, синий и солнечный. Грязь подморозило, на лужах блестел стеклянный ледок. Журка щурился от солнечных лучей. Иногда трогал языком рубчик на губе. –",1
"сам не понимаю, как это случилось. Юрка, давай будем, как раньше…» – тогда, может быть, по броневому стеклу прошла бы трещинка. Только отец этого не сделает… А такого, как сейчас, было не жаль. Мама устало села на тахту. Журка насупленно спросил: – А что ему от меня надо? Я его",1
"случилось, это один раз! Нельзя же из-за этого калечить всю жизнь… – Я ничего не калечу, – тихо, но упрямо произнес Журка. – Но обниматься с ним я не могу… Мама, можно, я к Иринке схожу? Я обещал… Он пошел к двери. Но мама сказала вслед: – Подожди. Журка остановился",1
"в основном на магнитную. А я на всякий случай, для подстраховки. И кое-какие детали снять надо… – А-а… – сказал Журка и подумал: «Что бы еще спросить?» Ему не хотелось обрывать разговор. А оператор попросил: – Слушай, ты не мог бы узнать у вашего начальства, есть у вас в школе",1
"начинают. Жаль мне тебя, но родителей придется для беседы пригласить. И, возможно, оштрафовать. Где ты живешь? Горька знал, что изворачиваться бессмысленно. Морщась от слез, назвал адрес, потом – как зовут маму и папу. – Место работы родителей? Услыхав о работе отца, лейтенантша отложила ручку. Что-то изменилось в ее лице. –",1
"вздохнул и постарался «собраться»… В субботу провели генеральную репетицию. Ради такого дела «артистов» освободили от уроков. Вероника Григорьевна доказала директорше Нине Семеновне, что репетировать надо на свежую голову, с утра. Пришла незнакомая женщина – в джинсах и замшевой куртке, высокая, с красивым лицом, с резким нарисованным ртом и короткой прической.",1
"часов… И у меня есть рубль, как раз на два двухсерийных билета. Вера Вячеславовна сказала, что, если поискать, рубль найдется и для Иринки. Тогда хватит и на кино, и на мороженое. Но, для того чтобы мороженым они не объедались, она сначала покормит их обедом. Таковы ее железные условия. – Раз",1
"«Синяя птица» в ТЮЗе, веселые вечера у Иринки, когда вместе с Игорем Дмитриевичем придумывали декорации к Золушке… А если нагулялся и устал, можно включить телевизор – и смотри сколько хочешь. Программа на каникулах была такая, что сиди у экрана хоть с утра до вечера. Правда, цветного телевизора все еще не",1
"Вячеславовна и стала перебирать в серванте бокалы, стараясь показать, что не так уж ей любопытно. Потом все-таки спросила: – А что за мальчик? Из вашего класса? Она тут же подумала, что вопрос этот смешной. Стала бы Иринка наряжаться ради одноклассников! – Не из нашего… – откликнулась дочь. Помедлила и объяснила",1
"уже. Пойдем к нам… В прихожей их встретил круглощекий большеглазый пацаненок лет четырех. Лохматый и серьезный. – Ой, это Максимка? – удивился Журка. – Здравствуй, Максим. Какая ты громадина… – Здхавствуй, – ответствовал Максим, задрав голову. – Ты тоже гхомадина. Ты кто? – Это Юрик Журавин, он к нам в",1
"отца. Но эта жалость тоже не могла ничего изменить. Журка помолчал и сказал устало: – Не надо, папа. Там же фамилия записана в журнале… Отец оставил в сковородке нож и повернулся. Выпрямился. Посмотрел на Журку – видно, что с усилием, – но через секунду сказал совсем легко, с усмешкой: –",1
"калечить всю жизнь… – Я ничего не калечу, – тихо, но упрямо произнес Журка. – Но обниматься с ним я не могу… Мама, можно, я к Иринке схожу? Я обещал… Он пошел к двери. Но мама сказала вслед: – Подожди. Журка остановился у порога. Заметил на крашеном косяке ржавое пятнышко",1
"заняло целый лист: «Жизнь Олаудаха Экиано, или Густава Вазы Африканского, родившегося в 1745 году, им самим написанная; содержащая историю его воспитания между Африканскими народами; похищение; невольничество; мучения, претерпенные им в Вест-Индийских Плантациях; приключения, случившиеся с ним в разных частях света…» И так далее. Журка даже не дочитал название до конца,",1
"в далекие края и когда-нибудь вернется. И его бумага будет пахнуть солеными брызгами моря и соком тропических растений. Наверно, потому я к старости и стал собирать эти книги: мне казалось, что они пахнут так же. Впрочем, ерунда, старости не бывает, если человек ее не хочет. Просто приходит время, когда лопается",1
"Другие живут, потому что ведут себя как люди… – А я тоже человек… Это только ты со мной, как… как с теми, кого на улице ловишь! И с мамой тоже! Орешь только на нее… – Славик, не надо… – тихо сказала мама. Она иногда, в самые ласковые минуты, называла Горьку",1
"теме, мол, не подходит. О персональной выставке теперь и не говорят… Это все после того случая с телепередачей. – Неужели все еще помнят? – А ты думал… На нем сейчас такое пятно. О приеме в Союз художников лучше и не заикаться. И мастерской нет… Значит, та зимняя молния оставила свой",1
"и заулыбался. – Сдаюсь. Ты меня переговорила. Скоро приедем? – Уже. Остановка. Они выскочили из троллейбуса на горячее солнце. Иринка сказала, продолжая разговор: – Все-таки здорово мы познакомились. Раз – и готово! Я так быстро ни с кем не знакомилась. А ты? – Я?.. – Журка сбил шаг, потом чуть",1
"лежит! Надо посмотреть, кто ее сдал! Там у них записано… – Ничего не понимаю. Ну-ка отдышись. Горька отдышался и все повторил. – А я-то при чем? – сказал старшина Валохин. – Ну, мне же не скажут! Прогонят, и все! Ты же знаешь, как с ребятами обращаются… – Как заслужили, так",1
"гараж куда денешь? Если бы железный – другое дело, а кирпичный с места не сдвинешь. И теперь в гараже собиралась компания Капрала. Занимались они там вроде бы обыкновенным делом: ремонтировали старый мотоцикл. Но все ребята знали, что это дело у них – не главное. Сейчас в гараже сидели на верстаке",1
"он. – На заочное отделение. Чтобы работать в школе, а в институте только экзамены сдавать и контрольные работы. – Но тогда еще труднее будет, – рассудительно заметил Журка. – Труднее… и легче. Я, Журка, по школе скучаю. Ты рассказываешь про все ваши дела в классе, а я так бы и",1
"«Что же теперь ему сказать, как быть?» Впрочем, Журка знал, как быть, только это очень трудно. Но надо. Чтобы потом не краснеть перед Горькой, перед Иринкой, перед собой. Надо переступить через мучительный стыд и проговорить: «Горька, прости меня, пожалуйста, я был самый последний идиот. Я сам не знаю, как мог",1
"– Хорошая гора, – одобрил Журка. – А недавно здесь детское кино снимали: про двух мальчиков, которые самодельный самолет построили. Многих наших ребят приглашали на съемки… – И тебя? – Да ну… Я и не пыталась. Там не таких выбирали. – А каких? – удивился Журка и, оторвавшись от окна,",1
"и страшновато. А если честно сказать – совсем жутко. Задохнувшись от этого непонятного страха, Журка промчался по коридорам и выскочил на улицу. Сердце стреляло короткими очередями… Вечер был светлый. Тихий и мягкий. Журка торопливо пошел к дому. Прохожие удивленно оглядывались на него. И Журка вдруг понял, что идет по городу",1
"оператора. – А вас, Кошкарев, кто просил вмешиваться? – зло сказала Эмма Львовна. – Ваше дело – вспомогательная съемка. – Если бы только это… – ответил оператор Кошкарев. – Защитники нашлись… – бросила Эмма Львовна. – Защитники не помогут, – сухо отозвалась Нина Семеновна. – Журавин должен понимать, что он",1
"Они ведь тоже не дураки. А Горька… Может, не всегда он такой ловкий. Одно дело – с веревкой прыгать, другое – уйти от погони. И вообще что он за человек? Что о нем Журка знает? Ничего. Вроде бы обыкновенный мальчишка. Правда, иногда что-то мелькает в нем: какая-то смесь хвастовства и",1
"потом отбирают, потому что после училища можно работать только в начальной школе… А я больше так не хочу. Пускай с первого класса по десятый… Ох, Журавлик ты мой, как я рада тебя видеть! Она притянула его за плечи, прижала к себе. И он, кажется, чуть не замурлыкал от удовольствия. В",1
